Transaction ID,Country,Amount (USD),Transaction Type,Date of Transaction,Person Involved,Industry,Destination Country,Reported by Authority,Source of Money,Money Laundering Risk Score,Shell Companies Involved,Financial Institution,Risk_Classification
TX0000004735,Brazil,458563.1616,Offshore Transfer,2013-07-17 6:00,Person_521,Oil & Gas,South Africa,FALSE,Illegal,6,0,Bank_459,1
TX0000000050,Russia,1473321.898,Cash Withdrawal,2013-01-03 1:00,Person_2327,Oil & Gas,South Africa,FALSE,Illegal,3,1,Bank_287,0
TX0000007131,India,3010521.093,Cash Withdrawal,2013-10-25 2:00,Person_3240,Real Estate,Singapore,FALSE,Legal,0,7,Bank_1,0
TX0000004075,USA,1841078.271,Cash Withdrawal,2013-06-19 18:00,Person_7569,Construction,UK,FALSE,Illegal,2,7,Bank_259,0
TX0000000784,Brazil,3882934.63,Stocks Transfer,2013-02-02 15:00,Person_642,Arms Trade,USA,FALSE,Legal,2,0,Bank_243,0
TX0000007337,UAE,4093100.193,Property Purchase,2013-11-02 16:00,Person_3935,Luxury Goods,USA,FALSE,Illegal,7,3,Bank_32,1
TX0000002470,India,2832781.725,Cryptocurrency,2013-04-13 21:00,Person_4801,Arms Trade,China,FALSE,Illegal,6,7,Bank_174,1
TX0000004713,UAE,3395649.306,Offshore Transfer,2013-07-16 8:00,Person_5887,Real Estate,Switzerland,FALSE,Illegal,7,9,Bank_202,1
TX0000008436,Switzerland,1668902.891,Cash Withdrawal,2013-12-18 11:00,Person_5319,Luxury Goods,Switzerland,FALSE,Legal,0,2,Bank_42,0
TX0000004022,Switzerland,2704605.734,Offshore Transfer,2013-06-17 13:00,Person_1569,Casinos,Brazil,FALSE,Illegal,6,6,Bank_482,1
TX0000008489,India,3800324.287,Property Purchase,2013-12-20 16:00,Person_691,Real Estate,UAE,FALSE,Illegal,6,0,Bank_88,1
TX0000009306,Russia,2538512.476,Cryptocurrency,2014-01-23 17:00,Person_4317,Real Estate,UK,FALSE,Legal,6,3,Bank_279,1
TX0000000686,UK,1900397.16,Offshore Transfer,2013-01-29 13:00,Person_6526,Real Estate,China,TRUE,Legal,4,8,Bank_318,0
TX0000009003,Brazil,1650980.12,Offshore Transfer,2014-01-11 2:00,Person_754,Construction,Russia,TRUE,Legal,7,7,Bank_263,1
TX0000001465,Russia,1161522.803,Cash Withdrawal,2013-03-03 0:00,Person_1930,Arms Trade,Russia,TRUE,Illegal,4,7,Bank_291,0
TX0000002814,Switzerland,490223.4459,Cryptocurrency,2013-04-28 5:00,Person_352,Arms Trade,India,FALSE,Illegal,7,9,Bank_329,1
TX0000004448,Singapore,3712695.074,Cash Withdrawal,2013-07-05 7:00,Person_9758,Arms Trade,India,FALSE,Illegal,4,2,Bank_192,0
TX0000000061,USA,1581520.601,Property Purchase,2013-01-03 12:00,Person_5231,Oil & Gas,Russia,TRUE,Legal,5,6,Bank_479,1
TX0000000202,China,47403.13051,Offshore Transfer,2013-01-09 9:00,Person_6517,Oil & Gas,South Africa,FALSE,Illegal,6,7,Bank_8,1
TX0000006155,USA,1354059.979,Property Purchase,2013-09-14 10:00,Person_6509,Oil & Gas,China,FALSE,Illegal,4,1,Bank_405,0
TX0000003376,Brazil,2736178.753,Cryptocurrency,2013-05-21 15:00,Person_2039,Casinos,UAE,FALSE,Legal,7,8,Bank_396,1
TX0000009991,Switzerland,739453.0033,Stocks Transfer,2014-02-21 6:00,Person_6093,Arms Trade,Brazil,FALSE,Illegal,1,8,Bank_28,0
TX0000006873,Brazil,2012700.627,Cash Withdrawal,2013-10-14 8:00,Person_4261,Casinos,China,FALSE,Illegal,6,3,Bank_363,1
TX0000008647,UK,790734.2346,Cash Withdrawal,2013-12-27 6:00,Person_365,Finance,Switzerland,FALSE,Illegal,1,8,Bank_440,0
TX0000001745,South Africa,2776527.769,Cash Withdrawal,2013-03-14 16:00,Person_4008,Construction,Brazil,FALSE,Legal,2,6,Bank_285,0
TX0000006463,Switzerland,37774.50803,Cryptocurrency,2013-09-27 6:00,Person_1097,Oil & Gas,UK,FALSE,Legal,3,1,Bank_133,0
TX0000005112,USA,2479735.274,Stocks Transfer,2013-08-01 23:00,Person_7176,Finance,USA,FALSE,Illegal,0,2,Bank_356,0
TX0000002982,Brazil,2050599.462,Offshore Transfer,2013-05-05 5:00,Person_8079,Luxury Goods,Brazil,FALSE,Legal,4,5,Bank_305,0
TX0000001471,Singapore,2584113.515,Offshore Transfer,2013-03-03 6:00,Person_2432,Oil & Gas,South Africa,TRUE,Illegal,9,6,Bank_492,1
TX0000002558,Brazil,3031091.359,Property Purchase,2013-04-17 13:00,Person_1661,Real Estate,India,FALSE,Illegal,6,3,Bank_89,1
TX0000003469,India,2199160.592,Stocks Transfer,2013-05-25 12:00,Person_2862,Finance,China,FALSE,Illegal,3,4,Bank_242,0
TX0000006280,Russia,4924571.7,Cash Withdrawal,2013-09-19 15:00,Person_6400,Oil & Gas,South Africa,FALSE,Legal,4,4,Bank_419,0
TX0000006677,UK,1465662.76,Offshore Transfer,2013-10-06 4:00,Person_3416,Oil & Gas,Brazil,FALSE,Illegal,5,4,Bank_366,1
TX0000008038,Singapore,3096569.521,Stocks Transfer,2013-12-01 21:00,Person_1471,Construction,UK,FALSE,Illegal,2,5,Bank_261,0
TX0000005257,UK,2039797.888,Offshore Transfer,2013-08-08 0:00,Person_2113,Oil & Gas,UAE,FALSE,Illegal,4,5,Bank_158,0
TX0000001738,UK,1667752.629,Cash Withdrawal,2013-03-14 9:00,Person_2080,Construction,China,FALSE,Illegal,0,2,Bank_120,0
TX0000006210,UAE,3305965.376,Stocks Transfer,2013-09-16 17:00,Person_1999,Construction,USA,FALSE,Illegal,4,4,Bank_295,0
TX0000005474,Brazil,1593248.333,Cash Withdrawal,2013-08-17 1:00,Person_8593,Casinos,Switzerland,FALSE,Illegal,2,1,Bank_217,0
TX0000004197,USA,2625562.966,Offshore Transfer,2013-06-24 20:00,Person_4248,Luxury Goods,UAE,FALSE,Illegal,6,5,Bank_110,1
TX0000002395,UK,4709081.287,Cash Withdrawal,2013-04-10 18:00,Person_1853,Real Estate,USA,FALSE,Legal,0,4,Bank_406,0
TX0000006349,South Africa,1256529.027,Cryptocurrency,2013-09-22 12:00,Person_2804,Casinos,UK,FALSE,Illegal,5,0,Bank_180,1
TX0000003038,South Africa,3442724.306,Cash Withdrawal,2013-05-07 13:00,Person_4504,Construction,Singapore,TRUE,Illegal,5,4,Bank_230,1
TX0000000343,Switzerland,4667805.656,Offshore Transfer,2013-01-15 6:00,Person_5355,Oil & Gas,USA,FALSE,Illegal,6,9,Bank_322,1
TX0000006021,India,4495636.93,Offshore Transfer,2013-09-08 20:00,Person_7896,Casinos,Brazil,FALSE,Legal,4,3,Bank_408,0
TX0000004833,India,4690455.55,Offshore Transfer,2013-07-21 8:00,Person_3245,Finance,USA,FALSE,Legal,3,9,Bank_170,0
TX0000002101,Brazil,3834008.752,Stocks Transfer,2013-03-29 12:00,Person_7355,Oil & Gas,Brazil,FALSE,Illegal,2,6,Bank_483,0
TX0000003894,Brazil,68575.36564,Stocks Transfer,2013-06-12 5:00,Person_3036,Luxury Goods,Switzerland,FALSE,Legal,2,8,Bank_3,0
TX0000005896,Singapore,1190011.93,Offshore Transfer,2013-09-03 15:00,Person_9091,Real Estate,China,FALSE,Illegal,5,2,Bank_353,1
TX0000004790,UAE,695894.0801,Property Purchase,2013-07-19 13:00,Person_3843,Luxury Goods,Singapore,TRUE,Illegal,8,5,Bank_133,1
TX0000005755,UK,3578771.506,Stocks Transfer,2013-08-28 18:00,Person_6847,Luxury Goods,USA,TRUE,Illegal,4,6,Bank_473,0
TX0000005745,UK,3095846.157,Property Purchase,2013-08-28 8:00,Person_3814,Real Estate,Brazil,FALSE,Legal,1,0,Bank_33,0
TX0000002728,Brazil,4217931.561,Cryptocurrency,2013-04-24 15:00,Person_342,Construction,India,FALSE,Illegal,6,9,Bank_266,1
TX0000000927,Switzerland,109923.8609,Cryptocurrency,2013-02-08 14:00,Person_1119,Finance,India,FALSE,Illegal,7,8,Bank_486,1
TX0000008835,USA,1249762.817,Cash Withdrawal,2014-01-04 2:00,Person_9057,Construction,India,FALSE,Illegal,2,8,Bank_109,0
TX0000000492,South Africa,4207299.674,Offshore Transfer,2013-01-21 11:00,Person_6916,Casinos,Russia,TRUE,Illegal,9,8,Bank_266,1
TX0000008606,UAE,1956394.585,Cryptocurrency,2013-12-25 13:00,Person_575,Arms Trade,Brazil,TRUE,Illegal,9,3,Bank_420,1
TX0000000950,Singapore,2859215.683,Cash Withdrawal,2013-02-09 13:00,Person_7683,Luxury Goods,Switzerland,FALSE,Illegal,3,6,Bank_350,0
TX0000005470,Switzerland,969848.76,Offshore Transfer,2013-08-16 21:00,Person_7420,Arms Trade,China,FALSE,Illegal,6,4,Bank_311,1
TX0000005248,UAE,170938.8269,Offshore Transfer,2013-08-07 15:00,Person_5618,Real Estate,USA,FALSE,Illegal,8,9,Bank_383,1
TX0000001523,Brazil,33435.00932,Cash Withdrawal,2013-03-05 10:00,Person_1297,Luxury Goods,South Africa,FALSE,Legal,2,5,Bank_68,0
TX0000003917,Brazil,2945868.889,Stocks Transfer,2013-06-13 4:00,Person_8593,Luxury Goods,Switzerland,FALSE,Illegal,0,1,Bank_161,0
TX0000000470,UK,2965823.02,Offshore Transfer,2013-01-20 13:00,Person_5297,Luxury Goods,Brazil,FALSE,Illegal,4,9,Bank_398,0
TX0000007934,China,1499221.369,Cash Withdrawal,2013-11-27 13:00,Person_6932,Arms Trade,UAE,TRUE,Illegal,6,6,Bank_253,1
TX0000002827,UK,1265284.432,Stocks Transfer,2013-04-28 18:00,Person_6402,Casinos,South Africa,FALSE,Legal,4,5,Bank_223,0
TX0000004600,Singapore,4952886.669,Property Purchase,2013-07-11 15:00,Person_399,Luxury Goods,Brazil,TRUE,Legal,7,2,Bank_58,1
TX0000000244,Singapore,1126695.891,Stocks Transfer,2013-01-11 3:00,Person_8887,Arms Trade,Brazil,FALSE,Illegal,4,8,Bank_426,0
TX0000004853,USA,844028.1108,Offshore Transfer,2013-07-22 4:00,Person_65,Construction,UK,FALSE,Illegal,6,5,Bank_455,1
TX0000005571,Singapore,3703063.51,Property Purchase,2013-08-21 2:00,Person_103,Finance,UAE,TRUE,Illegal,8,5,Bank_130,1
TX0000001723,USA,3587615.911,Cryptocurrency,2013-03-13 18:00,Person_3977,Arms Trade,Switzerland,FALSE,Legal,5,3,Bank_274,1
TX0000000039,USA,45712.45443,Offshore Transfer,2013-01-02 14:00,Person_4804,Oil & Gas,USA,FALSE,Illegal,4,8,Bank_118,0
TX0000009653,South Africa,3239828.996,Property Purchase,2014-02-07 4:00,Person_7505,Oil & Gas,India,TRUE,Illegal,7,4,Bank_371,1
TX0000001138,China,395799.2978,Stocks Transfer,2013-02-17 9:00,Person_5491,Real Estate,China,TRUE,Legal,4,6,Bank_458,0
TX0000001101,South Africa,548926.9161,Property Purchase,2013-02-15 20:00,Person_4723,Real Estate,Singapore,FALSE,Illegal,7,5,Bank_268,1
TX0000000685,Singapore,3773742.794,Cash Withdrawal,2013-01-29 12:00,Person_2931,Real Estate,UK,TRUE,Legal,1,0,Bank_404,0
TX0000001009,Singapore,1697624.278,Property Purchase,2013-02-12 0:00,Person_7279,Finance,Russia,FALSE,Legal,3,2,Bank_434,0
TX0000003217,UK,2643596.3,Stocks Transfer,2013-05-15 0:00,Person_1977,Arms Trade,South Africa,FALSE,Illegal,4,6,Bank_325,0
TX0000001256,UK,748388.9381,Cash Withdrawal,2013-02-22 7:00,Person_5981,Real Estate,UK,FALSE,Illegal,0,3,Bank_126,0
TX0000006029,USA,1265425.751,Cash Withdrawal,2013-09-09 4:00,Person_1635,Real Estate,USA,FALSE,Illegal,0,5,Bank_154,0
TX0000009596,UK,193797.284,Property Purchase,2014-02-04 19:00,Person_2191,Real Estate,India,FALSE,Legal,1,1,Bank_344,0
TX0000005723,Switzerland,1970932.746,Cryptocurrency,2013-08-27 10:00,Person_6622,Casinos,USA,TRUE,Illegal,5,1,Bank_72,1
TX0000004969,India,3703930.075,Property Purchase,2013-07-27 0:00,Person_5054,Oil & Gas,UAE,FALSE,Illegal,6,9,Bank_411,1
TX0000001213,UAE,4264892.347,Cryptocurrency,2013-02-20 12:00,Person_2819,Casinos,USA,FALSE,Illegal,7,1,Bank_185,1
TX0000006987,Brazil,3542424.79,Offshore Transfer,2013-10-19 2:00,Person_9726,Arms Trade,Brazil,FALSE,Illegal,5,2,Bank_75,1
TX0000004443,India,1430357.539,Cash Withdrawal,2013-07-05 2:00,Person_4462,Oil & Gas,UAE,TRUE,Illegal,4,0,Bank_153,0
TX0000009414,USA,3406195.683,Stocks Transfer,2014-01-28 5:00,Person_1301,Arms Trade,USA,FALSE,Legal,0,1,Bank_87,0
TX0000004386,Singapore,4178180.7,Property Purchase,2013-07-02 17:00,Person_4464,Luxury Goods,Switzerland,FALSE,Legal,6,5,Bank_201,1
TX0000007050,Russia,2081754.02,Cash Withdrawal,2013-10-21 17:00,Person_7431,Real Estate,Singapore,FALSE,Illegal,2,2,Bank_154,0
TX0000009975,UK,3655437.18,Property Purchase,2014-02-20 14:00,Person_9973,Finance,Brazil,FALSE,Illegal,4,8,Bank_409,0
TX0000009203,Switzerland,2667802.848,Offshore Transfer,2014-01-19 10:00,Person_1775,Arms Trade,South Africa,FALSE,Legal,6,3,Bank_396,1
TX0000002160,Brazil,3772196.99,Offshore Transfer,2013-03-31 23:00,Person_5558,Oil & Gas,India,FALSE,Illegal,5,0,Bank_351,1
TX0000007694,China,758738.7953,Offshore Transfer,2013-11-17 13:00,Person_5763,Construction,USA,TRUE,Illegal,8,5,Bank_126,1
TX0000008171,USA,3447645.364,Offshore Transfer,2013-12-07 10:00,Person_9834,Casinos,China,FALSE,Legal,5,9,Bank_172,1
TX0000007760,Switzerland,2139850.117,Offshore Transfer,2013-11-20 7:00,Person_9053,Construction,UK,FALSE,Legal,4,7,Bank_402,0
TX0000009989,UAE,2617680.474,Stocks Transfer,2014-02-21 4:00,Person_3001,Construction,China,FALSE,Illegal,4,8,Bank_47,0
TX0000004650,India,4415408.754,Property Purchase,2013-07-13 17:00,Person_3737,Real Estate,China,TRUE,Illegal,7,4,Bank_338,1
TX0000004775,Brazil,2340251.533,Cryptocurrency,2013-07-18 22:00,Person_3726,Oil & Gas,USA,FALSE,Illegal,6,5,Bank_120,1
TX0000007995,South Africa,2984184.929,Property Purchase,2013-11-30 2:00,Person_9942,Luxury Goods,India,TRUE,Legal,7,3,Bank_370,1
TX0000001517,India,3083595.653,Cash Withdrawal,2013-03-05 4:00,Person_5467,Arms Trade,Singapore,FALSE,Illegal,2,0,Bank_102,0
TX0000000013,Brazil,729587.7725,Stocks Transfer,2013-01-01 12:00,Person_643,Real Estate,Brazil,FALSE,Illegal,4,7,Bank_190,0
TX0000004028,Brazil,4093099.689,Property Purchase,2013-06-17 19:00,Person_8416,Real Estate,Switzerland,FALSE,Legal,4,0,Bank_455,0
TX0000008303,Singapore,4723678.553,Offshore Transfer,2013-12-12 22:00,Person_3870,Construction,Switzerland,TRUE,Illegal,9,3,Bank_145,1
TX0000009129,Singapore,3346645.648,Stocks Transfer,2014-01-16 8:00,Person_6765,Casinos,UK,FALSE,Illegal,5,4,Bank_448,1
TX0000007469,Switzerland,1833140.628,Property Purchase,2013-11-08 4:00,Person_5299,Construction,USA,FALSE,Illegal,5,5,Bank_15,1
TX0000001532,UK,1637326.414,Stocks Transfer,2013-03-05 19:00,Person_7377,Finance,Singapore,FALSE,Illegal,2,4,Bank_276,0
TX0000003573,UAE,3794223.631,Stocks Transfer,2013-05-29 20:00,Person_3903,Real Estate,UK,TRUE,Legal,3,3,Bank_41,0
TX0000008329,Switzerland,3232251.671,Cryptocurrency,2013-12-14 0:00,Person_3915,Construction,USA,FALSE,Illegal,4,6,Bank_113,0
TX0000007513,China,2054899.076,Cash Withdrawal,2013-11-10 0:00,Person_8995,Finance,South Africa,FALSE,Illegal,2,0,Bank_416,0
TX0000007982,USA,3890165.854,Cryptocurrency,2013-11-29 13:00,Person_3051,Luxury Goods,UK,FALSE,Illegal,3,0,Bank_405,0
TX0000001044,South Africa,3563329.39,Offshore Transfer,2013-02-13 11:00,Person_1315,Arms Trade,India,FALSE,Illegal,5,2,Bank_214,1
TX0000000447,South Africa,4803328.743,Cash Withdrawal,2013-01-19 14:00,Person_2790,Luxury Goods,UAE,FALSE,Illegal,2,1,Bank_306,0
TX0000003428,Russia,499633.6003,Cash Withdrawal,2013-05-23 19:00,Person_858,Casinos,UAE,TRUE,Illegal,7,3,Bank_120,1
TX0000006779,Switzerland,829179.3244,Property Purchase,2013-10-10 10:00,Person_2813,Luxury Goods,UK,FALSE,Legal,4,6,Bank_19,0
TX0000005663,Singapore,2521601.387,Stocks Transfer,2013-08-24 22:00,Person_2808,Arms Trade,India,FALSE,Illegal,5,7,Bank_85,1
TX0000004055,Brazil,3969759.241,Cryptocurrency,2013-06-18 22:00,Person_958,Finance,USA,TRUE,Illegal,7,0,Bank_75,1
TX0000007389,UAE,3245536.586,Offshore Transfer,2013-11-04 20:00,Person_6762,Real Estate,UK,FALSE,Illegal,5,6,Bank_494,1
TX0000002749,Brazil,620810.3982,Property Purchase,2013-04-25 12:00,Person_3853,Casinos,UAE,FALSE,Illegal,9,5,Bank_405,1
TX0000001102,India,4078229.28,Property Purchase,2013-02-15 21:00,Person_7319,Real Estate,Singapore,TRUE,Legal,4,1,Bank_233,0
TX0000003511,Russia,3879107.723,Stocks Transfer,2013-05-27 6:00,Person_758,Oil & Gas,China,FALSE,Illegal,4,8,Bank_216,0
TX0000005409,Brazil,2474396.154,Property Purchase,2013-08-14 8:00,Person_5546,Real Estate,China,FALSE,Illegal,7,4,Bank_81,1
TX0000008848,UK,1994966.508,Property Purchase,2014-01-04 15:00,Person_1534,Arms Trade,China,FALSE,Illegal,6,8,Bank_469,1
TX0000009864,Singapore,3241574.505,Property Purchase,2014-02-15 23:00,Person_1113,Arms Trade,UK,FALSE,Illegal,7,4,Bank_234,1
TX0000000414,Brazil,4890627.605,Stocks Transfer,2013-01-18 5:00,Person_3970,Oil & Gas,Singapore,FALSE,Illegal,2,0,Bank_271,0
TX0000003241,USA,3709756.846,Property Purchase,2013-05-16 0:00,Person_1741,Oil & Gas,China,FALSE,Illegal,6,6,Bank_235,1
TX0000006297,Russia,656740.167,Stocks Transfer,2013-09-20 8:00,Person_986,Construction,Singapore,FALSE,Illegal,5,4,Bank_49,1
TX0000000893,South Africa,4351966.539,Cryptocurrency,2013-02-07 4:00,Person_4597,Luxury Goods,Switzerland,FALSE,Illegal,5,1,Bank_499,1
TX0000007798,South Africa,2202198.026,Cryptocurrency,2013-11-21 21:00,Person_5808,Construction,UAE,TRUE,Illegal,8,5,Bank_183,1
TX0000001358,South Africa,3212226.954,Cryptocurrency,2013-02-26 13:00,Person_5590,Oil & Gas,Russia,FALSE,Illegal,6,9,Bank_369,1
TX0000001904,UAE,890189.8659,Offshore Transfer,2013-03-21 7:00,Person_7716,Luxury Goods,Brazil,TRUE,Illegal,8,6,Bank_443,1
TX0000007517,Switzerland,4431270.265,Offshore Transfer,2013-11-10 4:00,Person_4437,Oil & Gas,UK,TRUE,Legal,5,3,Bank_273,1
TX0000001955,USA,1195989.317,Offshore Transfer,2013-03-23 10:00,Person_2117,Finance,Brazil,FALSE,Illegal,3,0,Bank_114,0
TX0000002841,Singapore,604352.311,Stocks Transfer,2013-04-29 8:00,Person_6344,Arms Trade,Russia,FALSE,Illegal,3,1,Bank_220,0
TX0000003132,UK,4657820.27,Cash Withdrawal,2013-05-11 11:00,Person_1305,Construction,Switzerland,FALSE,Legal,0,1,Bank_166,0
TX0000003099,China,3694612.372,Stocks Transfer,2013-05-10 2:00,Person_6685,Finance,Singapore,FALSE,Legal,2,5,Bank_88,0
TX0000000223,Russia,3020179.324,Property Purchase,2013-01-10 6:00,Person_6845,Casinos,Brazil,FALSE,Illegal,8,6,Bank_118,1
TX0000009418,USA,623885.2736,Offshore Transfer,2014-01-28 9:00,Person_7932,Oil & Gas,Brazil,FALSE,Illegal,3,0,Bank_414,0
TX0000003695,Singapore,668430.6927,Cash Withdrawal,2013-06-03 22:00,Person_3689,Luxury Goods,South Africa,FALSE,Illegal,4,7,Bank_8,0
TX0000006271,China,3486936.493,Stocks Transfer,2013-09-19 6:00,Person_5046,Finance,UK,TRUE,Illegal,3,1,Bank_132,0
TX0000009970,India,4714726.865,Stocks Transfer,2014-02-20 9:00,Person_9821,Luxury Goods,India,FALSE,Illegal,0,1,Bank_274,0
TX0000005281,India,4096829.205,Stocks Transfer,2013-08-09 0:00,Person_9635,Construction,UK,FALSE,Illegal,2,7,Bank_464,0
TX0000000344,China,1642130.931,Offshore Transfer,2013-01-15 7:00,Person_6537,Luxury Goods,India,FALSE,Illegal,6,8,Bank_377,1
TX0000001852,Brazil,431872.9441,Cryptocurrency,2013-03-19 3:00,Person_3340,Construction,South Africa,FALSE,Legal,6,5,Bank_98,1
TX0000009000,South Africa,1997946.415,Offshore Transfer,2014-01-10 23:00,Person_7598,Oil & Gas,Switzerland,FALSE,Legal,5,6,Bank_47,1
TX0000000723,South Africa,28691.20515,Offshore Transfer,2013-01-31 2:00,Person_1276,Finance,UK,FALSE,Legal,3,0,Bank_184,0
TX0000004827,UAE,4640439.386,Stocks Transfer,2013-07-21 2:00,Person_9382,Arms Trade,South Africa,FALSE,Illegal,5,7,Bank_20,1
TX0000004449,Russia,97257.54738,Stocks Transfer,2013-07-05 8:00,Person_946,Construction,Switzerland,FALSE,Illegal,1,0,Bank_82,0
TX0000001265,Singapore,3307355.273,Stocks Transfer,2013-02-22 16:00,Person_6585,Casinos,India,FALSE,Illegal,3,7,Bank_60,0
TX0000003681,USA,1626400.854,Property Purchase,2013-06-03 8:00,Person_5356,Oil & Gas,UAE,FALSE,Legal,3,2,Bank_161,0
TX0000007026,USA,2672416.391,Offshore Transfer,2013-10-20 17:00,Person_4212,Construction,UK,FALSE,Legal,5,9,Bank_45,1
TX0000001687,UAE,2104026.666,Stocks Transfer,2013-03-12 6:00,Person_9305,Casinos,Singapore,TRUE,Legal,3,0,Bank_382,0
TX0000005668,Switzerland,960593.935,Property Purchase,2013-08-25 3:00,Person_8291,Real Estate,Singapore,FALSE,Illegal,3,2,Bank_189,0
TX0000003042,India,4015863.185,Cash Withdrawal,2013-05-07 17:00,Person_7783,Construction,China,FALSE,Illegal,4,3,Bank_93,0
TX0000005123,UK,585399.2507,Stocks Transfer,2013-08-02 10:00,Person_4323,Real Estate,UK,TRUE,Illegal,1,6,Bank_462,0
TX0000003561,USA,4032370.073,Cash Withdrawal,2013-05-29 8:00,Person_9261,Finance,USA,FALSE,Illegal,0,2,Bank_210,0
TX0000005628,Russia,3174778.322,Stocks Transfer,2013-08-23 11:00,Person_3353,Arms Trade,UK,FALSE,Illegal,4,5,Bank_342,0
TX0000004704,Brazil,2583080.461,Stocks Transfer,2013-07-15 23:00,Person_4563,Luxury Goods,UK,TRUE,Illegal,6,3,Bank_24,1
TX0000009955,India,4693213.254,Property Purchase,2014-02-19 18:00,Person_856,Construction,Singapore,FALSE,Illegal,5,9,Bank_371,1
TX0000002513,USA,3906023.906,Cryptocurrency,2013-04-15 16:00,Person_4654,Oil & Gas,USA,FALSE,Illegal,3,5,Bank_117,0
TX0000008125,Brazil,4216693.585,Stocks Transfer,2013-12-05 12:00,Person_709,Real Estate,USA,TRUE,Illegal,4,6,Bank_217,0
TX0000009041,UK,1397282.417,Property Purchase,2014-01-12 16:00,Person_5827,Arms Trade,Singapore,FALSE,Legal,3,6,Bank_124,0
TX0000008749,Switzerland,4760338.597,Stocks Transfer,2013-12-31 12:00,Person_8843,Finance,Russia,FALSE,Illegal,2,9,Bank_187,0
TX0000000049,UAE,270522.1763,Cash Withdrawal,2013-01-03 0:00,Person_4829,Construction,China,FALSE,Legal,2,0,Bank_71,0
TX0000009934,UK,3213184.015,Stocks Transfer,2014-02-18 21:00,Person_2384,Construction,Brazil,FALSE,Legal,1,3,Bank_208,0
TX0000001932,China,4127167.473,Stocks Transfer,2013-03-22 11:00,Person_289,Casinos,UK,FALSE,Illegal,2,1,Bank_388,0
TX0000006683,UAE,4432515.802,Offshore Transfer,2013-10-06 10:00,Person_3592,Construction,India,FALSE,Legal,5,9,Bank_41,1
TX0000001176,China,1923094.546,Property Purchase,2013-02-18 23:00,Person_4896,Construction,India,FALSE,Illegal,6,8,Bank_306,1
TX0000009172,Brazil,3950138.684,Offshore Transfer,2014-01-18 3:00,Person_4038,Finance,Brazil,FALSE,Illegal,6,4,Bank_496,1
TX0000001283,Russia,1675765.767,Stocks Transfer,2013-02-23 10:00,Person_8157,Oil & Gas,UK,FALSE,Illegal,4,3,Bank_478,0
TX0000006078,Singapore,3789025.763,Cryptocurrency,2013-09-11 5:00,Person_1016,Real Estate,UAE,FALSE,Legal,6,4,Bank_53,1
TX0000007202,UAE,4914530.803,Stocks Transfer,2013-10-28 1:00,Person_5508,Casinos,Russia,TRUE,Illegal,5,0,Bank_204,1
TX0000008317,China,4452615.036,Offshore Transfer,2013-12-13 12:00,Person_3717,Finance,Russia,FALSE,Illegal,8,3,Bank_297,1
TX0000003319,India,1922776.212,Property Purchase,2013-05-19 6:00,Person_2672,Real Estate,South Africa,FALSE,Illegal,6,8,Bank_340,1
TX0000002317,China,1548063.851,Cryptocurrency,2013-04-07 12:00,Person_999,Arms Trade,UK,FALSE,Legal,7,6,Bank_352,1
TX0000002247,Singapore,2912316.497,Cash Withdrawal,2013-04-04 14:00,Person_7696,Casinos,UK,FALSE,Legal,2,3,Bank_163,0
TX0000009251,USA,1422538.097,Stocks Transfer,2014-01-21 10:00,Person_7425,Casinos,UAE,FALSE,Illegal,4,8,Bank_448,0
TX0000008736,Singapore,2055375.607,Property Purchase,2013-12-30 23:00,Person_642,Oil & Gas,Switzerland,FALSE,Illegal,4,0,Bank_50,0
TX0000003524,USA,990838.4446,Cryptocurrency,2013-05-27 19:00,Person_5468,Finance,China,FALSE,Legal,5,7,Bank_115,1
TX0000007348,Switzerland,1492109.739,Cash Withdrawal,2013-11-03 3:00,Person_1166,Real Estate,South Africa,FALSE,Legal,2,3,Bank_439,0
TX0000002934,China,888757.6036,Offshore Transfer,2013-05-03 5:00,Person_5461,Oil & Gas,China,FALSE,Illegal,5,0,Bank_220,1
TX0000003748,UK,331385.5074,Property Purchase,2013-06-06 3:00,Person_7886,Oil & Gas,USA,FALSE,Legal,5,3,Bank_176,1
TX0000000252,Russia,4743868.325,Cryptocurrency,2013-01-11 11:00,Person_5837,Oil & Gas,Switzerland,FALSE,Legal,5,4,Bank_53,1
TX0000006591,China,3393465.56,Property Purchase,2013-10-02 14:00,Person_7182,Casinos,India,TRUE,Legal,7,7,Bank_263,1
TX0000005912,Russia,965072.5558,Offshore Transfer,2013-09-04 7:00,Person_9000,Luxury Goods,Brazil,FALSE,Illegal,6,6,Bank_300,1
TX0000006856,UK,895483.6664,Offshore Transfer,2013-10-13 15:00,Person_2520,Oil & Gas,China,FALSE,Legal,4,1,Bank_184,0
TX0000006400,India,98880.28651,Offshore Transfer,2013-09-24 15:00,Person_713,Oil & Gas,India,FALSE,Legal,0,2,Bank_259,0
TX0000008668,South Africa,2164380.338,Offshore Transfer,2013-12-28 3:00,Person_877,Real Estate,South Africa,FALSE,Illegal,4,8,Bank_463,0
TX0000002359,India,2986651.002,Stocks Transfer,2013-04-09 6:00,Person_3445,Arms Trade,Russia,FALSE,Illegal,1,0,Bank_497,0
TX0000002657,Brazil,2514834.369,Cash Withdrawal,2013-04-21 16:00,Person_1797,Arms Trade,USA,FALSE,Illegal,3,7,Bank_195,0
